"K00001" "alcohol dehydrogenase [EC:1.1.1.1]"
"K16628" "collagen, type VII, alpha"
"K16635" "exoenzyme S"
"K16636" "exoenzyme T"
"K16637" "adenylate cyclase ExoY"
"K16638" "exoenzyme U"
"K16639" "endoribonuclease LACTB2 [EC:3.1.27.-]"
"K16644" "actin-assembly inducing protein"
"K16645" "heparin binding hemagglutinin HbhA"
"K16647" "arabinofuranan 3-O-arabinosyltransferase [EC:2.4.2.47]"
"K16648" "arabinofuranan 3-O-arabinosyltransferase [EC:2.4.2.-]"
"K16649" "rhamnopyranosyl-N-acetylglucosaminyl-diphospho-decaprenol beta-1,3/1,4-galactofuranosyltransferase [EC:2.4.1.287]"
"K16650" "galactofuranosylgalactofuranosylrhamnosyl-N-acetylglucosaminyl-diphospho-decaprenol beta-1,5/1,6-galactofuranosyltransferase [EC:2.4.1.288]"
"K16651" "L-threonine kinase [EC:2.7.1.177]"
"K16652" "decaprenylphospho-beta-D-erythro-pentofuranosid-2-ulose 2-reductase [EC:1.1.1.333]"
"K16653" "decaprenylphospho-beta-D-ribofuranose 2-oxidase [EC:1.1.98.3]"
"K16654" "spore-specific protein"
"K16669" "protocadherin Fat 4"
"K16692" "tyrosine-protein kinase Etk/Wzc [EC:2.7.10.-]"
"K16693" "enterobacterial common antigen flippase"
"K16694" "teichuronic acid exporter"
"K16695" "lipopolysaccharide exporter"
"K16697" "teichuronic acid biosynthesis glycosyltransferase TuaC [EC:2.4.-.-]"
"K16698" "teichuronic acid biosynthesis glycosyltransferase TuaG [EC:2.4.-.-]"
"K16699" "teichuronic acid biosynthesis glycosyltransferase TuaH [EC:2.4.-.-]"
"K16700" "amylovoran biosynthesis glycosyltransferase AmsB [EC:2.4.-.-]"
"K16701" "amylovoran biosynthesis glycosyltransferase AmsD [EC:2.4.-.-]"
"K16702" "amylovoran biosynthesis glycosyltransferase AmsE [EC:2.4.-.-]"
"K16703" "colanic acid/amylovoran biosynthesis glycosyltransferase [EC:2.4.-.-]"
"K16704" "dTDP-4-amino-4,6-dideoxy-D-galactose acyltransferase [EC:2.3.1.210]"
"K16705" "teichuronic acid biosynthesis protein TuaE"
"K16706" "teichuronic acid biosynthesis protein TuaF"
"K16707" "UDP-galactose-lipid carrier transferase"
"K16710" "colanic acid/amylovoran biosynthesis protein"
"K16711" "colanic acid biosynthesis protein WcaM"
"K16783" "biotin transport system permease protein"
"K16784" "biotin transport system ATP-binding protein [EC:3.6.3.-]"
"K16785" "energy-coupling factor transport system permease protein"
"K16786" "energy-coupling factor transport system ATP-binding protein [EC:3.6.3.-]"
"K16787" "energy-coupling factor transport system ATP-binding protein [EC:3.6.3.-]"
"K16788" "niacin transporter"
"K16789" "thiamine transporter"
"K16792" "methanogen homoaconitase large subunit [EC:4.2.1.114]"
"K16793" "methanogen homoaconitase small subunit [EC:4.2.1.114]"
"K16838" "urate oxidase / 2-oxo-4-hydroxy-4-carboxy-5-ureidoimidazoline decarboxylase [EC:1.7.3.3 4.1.1.97]"
"K16839" "FAD-dependent urate hydroxylase [EC:1.14.13.113]"
"K16840" "2-oxo-4-hydroxy-4-carboxy-5-ureidoimidazoline decarboxylase [EC:4.1.1.97]"
"K16841" "allantoin racemase [EC:5.1.99.3]"
"K16842" "allantoinase [EC:3.5.2.5]"
"K16843" "(S)-sulfolactate dehydrogenase [EC:1.1.1.310]"
"K16844" "(2R)-3-sulfolactate dehydrogenase (NADP+) [EC:1.1.1.338]"
"K16845" "(2R)-sulfolactate sulfo-lyase subunit alpha [EC:4.4.1.24]"
"K16846" "(2R)-sulfolactate sulfo-lyase subunit beta [EC:4.4.1.24]"
"K16849" "altronate dehydratase small subunit [EC:4.2.1.7]"
"K16850" "altronate dehydratase large subunit [EC:4.2.1.7]"
"K16856" "ureidoglycolate lyase [EC:4.3.2.3]"
"K16868" "tellurite methyltransferase [EC:2.1.1.265]"
"K16869" "octanoyl-[GcvH]:protein N-octanoyltransferase [EC:2.3.1.204]"
"K16870" "N-acetylglucosaminyl-diphospho-decaprenol L-rhamnosyltransferase [EC:2.4.1.289]"
"K16871" "4-aminobutyrate---pyruvate transaminase [EC:2.6.1.96]"
"K16872" "beta-ketodecanoyl-[acyl-carrier-protein] synthase [EC:2.3.1.207]"
"K16873" "5-(hydroxymethyl)furfural/furfural oxidase [EC:1.1.3.47 1.1.3.-]"
"K16874" "2,5-furandicarboxylate decarboxylase 1"
"K16875" "2,5-furandicarboxylate decarboxylase 2"
"K16876" "2-furoate---CoA ligase [EC:6.2.1.31]"
"K16877" "2-furoyl-CoA dehydrogenase large subunit [EC:1.3.99.8]"
"K16878" "2-furoyl-CoA dehydrogenase FAD binding subunit [EC:1.3.99.8]"
"K16879" "2-furoyl-CoA dehydrogenase 2Fe-2S iron sulfur subunit [EC:1.3.99.8]"
"K16880" "2-oxoglutaroyl-CoA hydrolase"
"K16881" "mannose-1-phosphate guanylyltransferase / phosphomannomutase [EC:2.7.7.13 5.4.2.8]"
"K16883" "heat-stable enterotoxin STa/STI"
"K16885" "quinone-modifying oxidoreductase, subunit QmoA"
"K16886" "quinone-modifying oxidoreductase, subunit QmoB"
"K16887" "quinone-modifying oxidoreductase, subunit QmoC"
"K16898" "ATP-dependent helicase/nuclease subunit A [EC:3.1.-.- 3.6.4.12]"
"K16899" "ATP-dependent helicase/nuclease subunit B [EC:3.1.-.- 3.6.4.12]"
"K16901" "anthranilate 3-monooxygenase (FAD) / 4-hydroxyphenylacetate 3-monooxygenase [EC:1.14.14.8 1.14.14.9]"
"K16905" "fluoroquinolone transport system permease protein"
"K16906" "fluoroquinolone transport system permease protein"
"K16907" "fluoroquinolone transport system ATP-binding protein [EC:3.6.3.-]"
"K16915" "nickel transport protein"
"K16916" "putative peptide transport system permease protein"
"K16917" "putative peptide transport system ATP-binding protein"
"K16918" "acetoin utilization transport system permease protein"
"K16919" "acetoin utilization transport system permease protein"
"K16920" "acetoin utilization transport system ATP-binding protein"
"K16921" "acetoin utilization transport system ATP-binding protein"
"K16922" "putative peptide zinc metalloprotease protein"
"K16923" "energy-coupling factor transport system substrate-specific component"
"K16924" "energy-coupling factor transport system substrate-specific component"
"K16925" "energy-coupling factor transport system substrate-specific component"
"K16926" "energy-coupling factor transport system substrate-specific component"
"K16927" "energy-coupling factor transport system substrate-specific component"
"K16928" "energy-coupling factor transport system substrate-specific component"
"K16936" "thiosulfate dehydrogenase [quinone] small subunit [EC:1.8.5.2]"
"K16937" "thiosulfate dehydrogenase [quinone] large subunit [EC:1.8.5.2]"
"K16950" "anaerobic sulfite reductase subunit A"
"K16951" "anaerobic sulfite reductase subunit B"
"K16956" "L-cystine transport system substrate-binding protein"
"K16957" "L-cystine transport system substrate-binding protein"
"K16958" "L-cystine transport system permease protein"
"K16959" "L-cystine transport system permease protein"
"K16960" "L-cystine transport system ATP-binding protein [EC:3.6.3.-]"
"K16961" "putative amino-acid transport system substrate-binding protein"
"K16962" "putative amino-acid transport system permease protein"
"K16963" "putative amino-acid transport system ATP-binding protein [EC:3.6.3.-]"
"K16964" "dimethylsulfide dehydrogenase subunit alpha [EC:1.8.2.4]"
"K16966" "dimethylsulfide dehydrogenase subunit gamma"
"K16967" "dimethyl-sulfide monooxygenase [EC:1.14.13.131]"
"K16968" "methanesulfonate monooxygenase subunit alpha [EC:1.14.13.111]"
"K16969" "methanesulfonate monooxygenase subunit beta [EC:1.14.13.111]"
"K17050" "complex iron-sulfur molybdoenzyme family reductase subunit alpha"
"K17051" "complex iron-sulfur molybdoenzyme family reductase subunit beta"
"K17060" "two-component system, sensor histidine kinase AauS [EC:2.7.13.3]"
"K17061" "two-component system, response regulator AauR"
"K17062" "arginine/lysine/histidine/glutamine transport system substrate-binding and permease protein"
"K17063" "arginine/lysine/histidine/glutamine transport system ATP-binding protein [EC:3.6.3.-]"
"K17064" "D-2-hydroxyacid dehydrogenase (NADP+) [EC:1.1.1.272]"
"K17067" "formaldehyde dismutase / methanol dehydrogenase [EC:1.2.98.1 1.1.99.37]"
"K17068" "formaldehyde dismutase [EC:1.2.98.1]"
"K17073" "putative lysine transport system substrate-binding protein"
"K17074" "putative lysine transport system permease protein"
"K17076" "putative lysine transport system ATP-binding protein [EC:3.6.3.-]"
"K17103" "CDP-diacylglycerol---serine O-phosphatidyltransferase [EC:2.7.8.8]"
"K17104" "phosphoglycerol geranylgeranyltransferase [EC:2.5.1.41]"
"K17105" "geranylgeranylglycerol-phosphate geranylgeranyltransferase [EC:2.5.1.42]"
"K17108" "non-lysosomal glucosylceramidase [EC:3.2.1.45]"
"K17195" "D-allulose-6-phosphate 3-epimerase [EC:5.1.3.-]"
"K17202" "erythritol transport system substrate-binding protein"
"K17203" "erythritol transport system permease protein"
"K17204" "erythritol transport system ATP-binding protein"
"K17205" "putative xylitol transport system substrate-binding protein"
"K17206" "putative xylitol transport system permease protein"
"K17207" "putative xylitol transport system ATP-binding protein"
"K17208" "inositol transport system substrate-binding protein"
"K17209" "inositol transport system permease protein"
"K17210" "inositol transport system ATP-binding protein"
"K17213" "inositol transport system substrate-binding protein"
"K17214" "inositol transport system permease protein"
"K17215" "inositol transport system ATP-binding protein"
"K17216" "cystathionine beta-synthase (O-acetyl-L-serine) [EC:2.5.1.134]"
"K17217" "cystathionine gamma-lyase / homocysteine desulfhydrase [EC:4.4.1.1 4.4.1.2]"
"K17218" "sulfide:quinone oxidoreductase [EC:1.8.5.4]"
"K17220" "sulfur reductase FeS subunit"
"K17222" "sulfur-oxidizing protein SoxA"
"K17223" "sulfur-oxidizing protein SoxX"
"K17224" "sulfur-oxidizing protein SoxB"
"K17225" "sulfane dehydrogenase subunit SoxC"
"K17226" "sulfur-oxidizing protein SoxY"
"K17227" "sulfur-oxidizing protein SoxZ"
"K17228" "dimethylsulfone monooxygenase [EC:1.14.14.35]"
"K17229" "sulfide dehydrogenase [flavocytochrome c] flavoprotein chain [EC:1.8.2.3]"
"K17230" "cytochrome subunit of sulfide dehydrogenase"
"K17234" "arabinosaccharide transport system substrate-binding protein"
"K17235" "arabinosaccharide transport system permease protein"
"K17236" "arabinosaccharide transport system permease protein"
"K17237" "inositol-phosphate transport system substrate-binding protein"
"K17238" "inositol-phosphate transport system permease protein"
"K17239" "inositol-phosphate transport system permease protein"
"K17240" "inositol-phosphate transport system ATP-binding protein"
"K17241" "alpha-1,4-digalacturonate transport system substrate-binding protein"
"K17242" "alpha-1,4-digalacturonate transport system permease protein"
"K17243" "alpha-1,4-digalacturonate transport system permease protein"
"K17244" "putative chitobiose transport system substrate-binding protein"
"K17245" "putative chitobiose transport system permease protein"
"K17246" "putative chitobiose transport system permease protein"
"K17247" "methionine sulfoxide reductase heme-binding subunit"
"K17248" "N-acetylgalactosamine-N,N-diacetylbacillosaminyl-diphospho-undecaprenol 4-alpha-N-acetylgalactosaminyltransferase [EC:2.4.1.291]"
"K17249" "GalNAc-alpha-(1->4)-GalNAc-alpha-(1->3)-diNAcBac-PP-undecaprenol alpha-1,4-N-acetyl-D-galactosaminyltransferase [EC:2.4.1.292]"
"K17250" "GalNAc5-diNAcBac-PP-undecaprenol beta-1,3-glucosyltransferase [EC:2.4.1.293]"
"K17251" "undecaprenyl-diphosphooligosaccharide---protein glycotransferase [EC:2.4.99.19]"
"K17285" "selenium-binding protein 1"
"K17292" "tubulin-specific chaperone A"
"K17311" "trehalose transport system substrate-binding protein"
"K17314" "trehalose transport system ATP-binding protein"
"K17315" "glucose/mannose transport system substrate-binding protein"
"K17316" "glucose/mannose transport system permease protein"
"K17317" "glucose/mannose transport system permease protein"
"K17318" "putative aldouronate transport system substrate-binding protein"
"K17319" "putative aldouronate transport system permease protein"
"K17320" "putative aldouronate transport system permease protein"
"K17321" "glycerol transport system substrate-binding protein"
"K17322" "glycerol transport system permease protein"
"K17323" "glycerol transport system permease protein"
"K17324" "glycerol transport system ATP-binding protein"
"K17325" "glycerol transport system ATP-binding protein"
"K17326" "xylobiose transport system substrate-binding protein"
"K17329" "N,N-diacetylchitobiose transport system substrate-binding protein"
"K17330" "N,N-diacetylchitobiose transport system permease protein"
"K17331" "N,N-diacetylchitobiose transport system permease protein"
"K17363" "urocanate reductase [EC:1.3.99.33]"
"K17364" "dihydromethanopterin reductase [EC:1.5.1.47]"
"K17398" "DNA (cytosine-5)-methyltransferase 3A [EC:2.1.1.37]"
"K17462" "putative AdoMet-dependent methyltransferase [EC:2.1.1.-]"
"K17463" "2-dehydro-3-deoxy-phosphogluconate aldolase [EC:4.1.2.14]"
"K17464" "PTS system, D-glucosaminate-specific IIA component [EC:2.7.1.203]"
"K17465" "PTS system, D-glucosaminate-specific IIB component [EC:2.7.1.203]"
"K17466" "PTS system, D-glucosaminate-specific IIC component"
"K17467" "PTS system, D-glucosaminate-specific IID component"
"K17468" "D-glucosaminate-6-phosphate ammonia-lyase [EC:4.3.1.29]"
"K17472" "Rrf2 family transcriptional regulator, cysteine metabolism repressor"
"K17473" "sigma-54 dependent transcriptional regulator, dga operon transcriptional activator"
"K17474" "pulcherriminic acid synthase [EC:1.14.15.13]"
"K17476" "pentalenolactone synthase [EC:1.14.19.8]"
"K17484" "cyclo(L-tyrosyl-L-tyrosyl) synthase [EC:2.3.2.21]"
"K17485" "cyclo(L-leucyl-L-leucyl) synthase [EC:2.3.2.22]"
"K17489" "methylmalonyl-CoA carboxyltransferase 12S subunit [EC:2.1.3.1]"
"K17490" "methylmalonyl-CoA carboxyltransferase 1.3S subunit [EC:2.1.3.1]"
"K17560" "unconventional prefoldin RPB5 interactor 1"
"K17609" "nucleoredoxin [EC:1.8.1.8]"
"K17616" "CTD small phosphatase-like protein 2 [EC:3.1.3.-]"
"K17623" "pseudouridine 5-phosphatase [EC:3.1.3.96]"
"K17624" "endo-alpha-N-acetylgalactosaminidase [EC:3.2.1.97]"
"K17625" "dTDP-4-keto-6-deoxyhexose reductase [EC:1.1.1.-]"
"K17640" "LacI family transcriptional regulator, xylobiose transport system transcriptional regulator"
"K17641" "beta-xylosidase"
"K17662" "cytochrome b pre-mRNA-processing protein 3"
"K17675" "ATP-dependent RNA helicase SUPV3L1/SUV3 [EC:3.6.4.13]"
"K17677" "ATP-dependent helicase IRC3 [EC:3.6.4.-]"
"K17680" "twinkle protein [EC:3.6.4.12]"
"K17686" "Cu+-exporting ATPase [EC:3.6.3.54]"
"K17713" "outer membrane protein assembly factor BamB"
"K17716" "UDP-glucose 4-epimerase [EC:5.1.3.2]"
"K17717" "phospholipase D [EC:3.1.4.4]"
"K17722" "dihydropyrimidine dehydrogenase (NAD+) subunit PreT [EC:1.3.1.1]"
"K17723" "dihydropyrimidine dehydrogenase (NAD+) subunit PreA [EC:1.3.1.1]"
"K17733" "peptidoglycan LD-endopeptidase CwlK [EC:3.4.-.-]"
"K17734" "serine protease AprX [EC:3.4.21.-]"
"K17735" "carnitine 3-dehydrogenase [EC:1.1.1.108]"
"K17736" "AraC family transcriptional regulator, carnitine catabolism transcriptional activator"
"K17737" "LysR family transcriptional regulator, carnitine catabolism transcriptional activator"
"K17743" "D-xylose reductase [EC:1.1.1.307]"
"K17744" "L-galactose dehydrogenase [EC:1.1.1.316]"
"K17745" "sepiapterin reductase [EC:1.1.1.325]"
"K17748" "benzylmalate synthase [EC:2.3.3.-]"
"K17749" "3-benzylmalate isomerase [EC:4.2.1.-]"
"K17752" "serine/threonine-protein kinase RsbT [EC:2.7.11.1]"
"K17754" "cyclopentanol dehydrogenase [EC:1.1.1.163]"
"K17755" "choline oxidase [EC:1.1.3.17]"
"K17758" "ADP-dependent NAD(P)H-hydrate dehydratase [EC:4.2.1.136]"
"K17759" "NAD(P)H-hydrate epimerase [EC:5.1.99.6]"
"K17760" "quinohemoprotein ethanol dehydrogenase [EC:1.1.9.1]"
"K17762" "rsbT antagonist protein RsbS"
"K17763" "rsbT co-antagonist protein RsbR"
"K17810" "D-aspartate ligase [EC:6.3.1.12]"
"K17811" "halimadienyl-diphosphate synthase [EC:5.5.1.16]"
"K17816" "8-oxo-dGTP diphosphatase / 2-hydroxy-dATP diphosphatase [EC:3.6.1.55 3.6.1.56]"
"K17818" "D-arabinitol dehydrogenase (NADP+) [EC:1.1.1.287]"
"K17828" "dihydroorotate dehydrogenase (NAD+) catalytic subunit [EC:1.3.1.14]"
"K17829" "crotonyl-CoA reductase [EC:1.3.1.86]"
"K17830" "digeranylgeranylglycerophospholipid reductase [EC:1.3.1.101 1.3.7.11]"
"K17831" "L-lysine 6-oxidase [EC:1.4.3.20]"
"K17832" "geranial dehydrogenase [EC:1.2.1.86]"
"K17835" "3-amino-4-hydroxybenzoic acid synthase [EC:4.1.99.20]"
"K17836" "beta-lactamase class A [EC:3.5.2.6]"
"K17837" "metallo-beta-lactamase class B [EC:3.5.2.6]"
"K17838" "beta-lactamase class D [EC:3.5.2.6]"
"K17840" "aminoglycoside 2-N-acetyltransferase I [EC:2.3.1.59]"
"K17850" "LysR family transcriptional regulator, regulator of gene expression of beta-lactamase"
"K17865" "3-hydroxybutyryl-CoA dehydratase [EC:4.2.1.55]"
"K17869" "NADH oxidase (H2O-forming) [EC:1.6.3.4]"
"K17870" "NADH oxidase (H2O2-forming) [EC:1.6.3.3]"
"K17876" "pentalenic acid synthase [EC:1.14.15.11]"
"K17880" "hygromycin-B 7-O-kinase [EC:2.7.1.119]"
"K17881" "aminoglycoside 2-adenylyltransferase [EC:2.7.7.46]"
"K17882" "kanamycin nucleotidyltransferase [EC:2.7.7.-]"
"K17883" "mycothione reductase [EC:1.8.1.15]"
"K17884" "archaetidylinositol phosphate synthase [EC:2.7.8.39]"
"K17893" "ubiquinol oxidase [EC:1.10.3.11]"
"K17898" "D-ornithine 4,5-aminomutase subunit beta [EC:5.4.3.5]"
"K17899" "D-ornithine 4,5-aminomutase subunit alpha [EC:5.4.3.5]"
"K17910" "aminoglycoside 2-phosphotransferase [EC:2.7.1.190]"
"K17938" "peptide/bleomycin uptake transporter"
"K17939" "GDP-perosamine N-acetyltransferase [EC:2.3.1.227]"
"K17940" "2-heptyl-3-hydroxy-4(1H)-quinolone synthase [EC:1.14.13.182]"
"K17947" "dTDP-L-rhamnose 4-epimerase [EC:5.1.3.25]"
"K17948" "N-acetylneuraminate epimerase [EC:5.1.3.24]"
"K17950" "L-cysteate sulfo-lyase [EC:4.4.1.25]"
"K17989" "L-serine/L-threonine ammonia-lyase [EC:4.3.1.17 4.3.1.19]"
"K17992" "NADP-reducing hydrogenase subunit HndB [EC:1.12.1.3]"
"K17993" "sulfhydrogenase subunit alpha [EC:1.12.1.3 1.12.1.5]"
"K17994" "sulfhydrogenase subunit delta [EC:1.12.1.3 1.12.1.5]"
"K17995" "sulfhydrogenase subunit gamma (sulfur reductase) [EC:1.12.98.4]"
"K17996" "sulfhydrogenase subunit beta (sulfur reductase) [EC:1.12.98.4]"
"K17997" "iron-hydrogenase subunit alpha [EC:1.12.1.4]"
"K17998" "iron-hydrogenase subunit beta [EC:1.12.1.4]"
"K17999" "iron-hydrogenase subunit gamma [EC:1.12.1.4]"
"K18000" "anthranilate-CoA ligase [EC:6.2.1.32]"
"K18001" "2-heptyl-4(1H)-quinolone synthase subunit PqsB [EC:2.3.1.230]"
"K18002" "2-heptyl-4(1H)-quinolone synthase subunit PqsC [EC:2.3.1.230]"
"K18003" "anthraniloyl-CoA anthraniloyltransferase [EC:2.3.1.262]"
"K18004" "HQNO biosynthesis monooxygenase PqsL"
"K18005" "[NiFe] hydrogenase diaphorase moiety large subunit [EC:1.12.1.2]"
"K18006" "[NiFe] hydrogenase diaphorase moiety small subunit [EC:1.12.1.2]"
"K18007" "NAD-reducing hydrogenase small subunit [EC:1.12.1.2]"
"K18008" "[NiFe] hydrogenase small subunit [EC:1.12.2.1]"
"K18009" "meso-butanediol dehydrogenase / (S,S)-butanediol dehydrogenase / diacetyl reductase [EC:1.1.1.- 1.1.1.76 1.1.1.304]"
"K18011" "beta-lysine 5,6-aminomutase beta subunit [EC:5.4.3.3]"
"K18012" "L-erythro-3,5-diaminohexanoate dehydrogenase [EC:1.4.1.11]"
"K18013" "3-keto-5-aminohexanoate cleavage enzyme [EC:2.3.1.247]"
"K18014" "3-aminobutyryl-CoA ammonia-lyase [EC:4.3.1.14]"
"K18015" "deubiquitinase [EC:3.4.22.-]"
"K18016" "membrane-bound hydrogenase subunit alpha [EC:1.12.7.2]"
"K18022" "glyceraldehyde dehydrogenase small subunit [EC:1.2.99.8]"
"K18023" "membrane-bound hydrogenase subunit mbhJ [EC:1.12.7.2]"
"K18028" "2,5-dihydroxypyridine 5,6-dioxygenase [EC:1.13.11.9]"
"K18029" "nicotinate dehydrogenase subunit A [EC:1.17.2.1]"
"K18030" "nicotinate dehydrogenase subunit B [EC:1.17.2.1]"
"K18055" "hypoxia-inducible factor 1-alpha inhibitor (HIF hydroxylase) [EC:1.14.11.30]"
"K18058" "L-asparagine oxygenase [EC:1.14.11.39]"
"K18063" "cephamycin C biosynthesis protein"
"K18067" "phthalate 4,5-cis-dihydrodiol dehydrogenase [EC:1.3.1.64]"
"K18068" "phthalate 4,5-dioxygenase [EC:1.14.12.7]"
"K18069" "phthalate 4,5-dioxygenase reductase component [EC:1.18.1.-]"
"K18070" "MFS transporter, ACS family, phthalate transporter"
"K18071" "2-methyl-3-hydroxypyridine 5-carboxylic acid dioxygenase [EC:1.14.13.242]"
"K18072" "two-component system, OmpR family, sensor kinase ParS [EC:2.7.13.3]"
"K18073" "two-component system, OmpR family, response regulator ParR"
"K18074" "terephthalate 1,2-dioxygenase oxygenase component alpha subunit [EC:1.14.12.15]"
"K18075" "terephthalate 1,2-dioxygenase oxygenase component beta subunit [EC:1.14.12.15]"
"K18076" "1,2-dihydroxy-3,5-cyclohexadiene-1,4-dicarboxylate dehydrogenase [EC:1.3.1.53]"
"K18077" "terephthalate 1,2-dioxygenase reductase component [EC:1.18.1.-]"
"K18087" "biphenyl 2,3-dioxygenase ferredoxin component"
"K18088" "biphenyl 2,3-dioxygenase ferredoxin reductase component [EC:1.18.1.3]"
"K18089" "benzene/toluene/chlorobenzene dioxygenase ferredoxin component"
"K18090" "benzene/toluene/chlorobenzene dioxygenase ferredoxin reductase component [EC:1.18.1.3 1.18.1.-]"
"K18091" "pentalenolactone D synthase [EC:1.14.13.170 1.14.13.171]"
"K18092" "2-hydroxy-6-oxo-octa-2,4-dienoate hydrolase [EC:3.7.1.-]"
"K18093" "imipenem/basic amino acid-specific outer membrane pore [EC:3.4.21.-]"
"K18094" "membrane fusion protein, multidrug efflux system"
"K18095" "multidrug efflux pump"
"K18096" "acyl-homoserine lactone synthase [EC:2.3.1.228 2.3.1.229 2.3.1.-]"
"K18098" "LuxR family transcriptional regulator, quorum-sensing system regulator BjaR1"
"K18099" "LuxR family transcriptional regulator, quorum-sensing system regulator RhlR"
"K18100" "rhamnosyltransferase subunit A [EC:2.4.1.-]"
"K18101" "rhamnosyltransferase subunit B [EC:2.4.1.-]"
"K18104" "ATP-binding cassette, subfamily B, bacterial AbcA/BmrA [EC:3.6.3.44]"
"K18115" "sporulenol synthase [EC:4.2.1.137]"
"K18118" "succinyl-CoA:acetate CoA-transferase [EC:2.8.3.18]"
"K18119" "succinate-semialdehyde dehydrogenase [EC:1.2.1.76]"
"K18120" "4-hydroxybutyrate dehydrogenase [EC:1.1.1.61]"
"K18121" "glyoxylate/succinic semialdehyde reductase [EC:1.1.1.79 1.1.1.-]"
"K18122" "4-hydroxybutyrate CoA-transferase [EC:2.8.3.-]"
"K18123" "4-hydroxy-2-oxoglutarate aldolase [EC:4.1.3.16]"
"K18128" "D-glyceraldehyde dehydrogenase (NADP+) [EC:1.2.1.89]"
"K18129" "TetR/AcrR family transcriptional regulator, mexXY operon repressor"
"K18130" "TetR/AcrR family transcriptional regulator, transcriptional repressor NalC"
"K18131" "MarR family transcriptional regulator, repressor of the mexAB-oprM multidrug resistance operon"
"K18132" "major outer membrane protein P.IA"
"K18133" "major outer membrane protein P.IB"
"K18135" "TetR/AcrR family transcriptional regulator, repressor of the mexAB-oprM multidrug resistance operon"
"K18136" "TetR/AcrR family transcriptional regulator, multidrug resistance operon repressor"
"K18137" "TetR/AcrR family transcriptional regulator, repressor of the adeIJK operon"
"K18138" "multidrug efflux pump"
"K18139" "outer membrane protein, multidrug efflux system"
"K18140" "TetR/AcrR family transcriptional regulator, acrEF/envCD operon repressor"
"K18141" "membrane fusion protein, multidrug efflux system"
"K18142" "multidrug efflux pump"
"K18143" "two-component system, OmpR family, sensor histidine kinase AdeS [EC:2.7.13.3]"
"K18144" "two-component system, OmpR family, response regulator AdeR"
"K18145" "membrane fusion protein, multidrug efflux system"
"K18146" "multidrug efflux pump"
"K18147" "outer membrane protein, multidrug efflux system"
"K18148" "release factor H-coupled RctB family protein"
"K18149" "penicillin-binding protein"
"K18150" "antirepressor for MexR"
"K18151" "ureidoglycolate amidohydrolase [EC:3.5.1.116]"
"K18153" "NAD+ glycohydrolase [EC:3.2.2.5]"
"K18164" "NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 7"
"K18195" "rhamnogalacturonan endolyase [EC:4.2.2.23]"
"K18197" "rhamnogalacturonan endolyase [EC:4.2.2.23]"
"K18198" "rhamnogalacturonan exolyase [EC:4.2.2.24]"
"K18199" "cyclohexyl-isocyanide hydratase [EC:4.2.1.103]"
"K18200" "peptidylamidoglycolate lyase [EC:4.3.2.5]"
"K18205" "non-reducing end beta-L-arabinofuranosidase [EC:3.2.1.185]"
"K18206" "beta-L-arabinobiosidase [EC:3.2.1.187]"
"K18209" "fumarate reductase (CoM/CoB) subunit A [EC:1.3.4.1]"
"K18210" "fumarate reductase (CoM/CoB) subunit B [EC:1.3.4.1]"
"K18214" "MFS transporter, DHA3 family, tetracycline resistance protein"
"K18215" "MFS transporter, DHA3 family, tetracycline resistance protein"
"K18216" "ATP-binding cassette, subfamily B, tetracycline resistant protein"
"K18217" "ATP-binding cassette, subfamily B, tetracycline resistant protein"
"K18218" "tetracycline resistance efflux pump"
"K18219" "sigma-54 dependent transcriptional regulator, tetracycline resistant transcriptional regulator"
"K18220" "ribosomal protection tetracycline resistance protein"
"K18221" "tetracycline 11a-monooxygenase, tetracycline resistance protein [EC:1.14.13.231]"
"K18223" "propane 2-monooxygenase large subunit [EC:1.14.13.227]"
"K18224" "propane 2-monooxygenase small subunit [EC:1.14.13.227]"
"K18225" "propane monooxygenase reductase component [EC:1.18.1.-]"
"K18226" "propane monooxygenase coupling protein"
"K18229" "phenylacetone monooxygenase [EC:1.14.13.92]"
"K18230" "macrolide transport system ATP-binding/permease protein"
"K18231" "macrolide transport system ATP-binding/permease protein"
"K18232" "oleandomycin transport system ATP-binding protein"
"K18233" "oleandomycin transport system permease protein"
"K18234" "virginiamycin A acetyltransferase [EC:2.3.1.-]"
"K18235" "virginiamycin B lyase [EC:4.2.99.-]"
"K18237" "ribose 1,5-bisphosphate isomerase [EC:5.3.1.29]"
"K18239" "chorismatase [EC:3.3.2.13]"
"K18240" "chorismate lyase / 3-hydroxybenzoate synthase [EC:4.1.3.40 4.1.3.45]"
"K18242" "salicylate 5-hydroxylase large subunit [EC:1.14.13.172]"
"K18243" "salicylate 5-hydroxylase small subunit [EC:1.14.13.172]"
"K18244" "acyl-CoA dehydrogenase [EC:1.3.99.-]"
"K18248" "anthranilate 1,2-dioxygenase ferredoxin component"
"K18249" "anthranilate 1,2-dioxygenase ferredoxin reductase component [EC:1.18.1.-]"
"K18254" "phthalate 3,4-dioxygenase ferredoxin reductase component [EC:1.18.1.3]"
"K18257" "cis-3,4-dihydrophenanthrene-3,4-diol dehydrogenase [EC:1.3.1.49]"
"K18258" "thiomorpholine-carboxylate dehydrogenase [EC:1.5.1.25]"
"K18275" "2-formylbenzoate dehydrogenase [EC:1.2.1.78]"
